,acceleration_input,steering_input,acceleration_measurement,orientation_measurement,positions_x_ground_truth,positions_y_ground_truth,velocities_ground_truth,timestamps
0,0.01,0.001,0.07879996951677469,-0.014101185371143979,0.0,0.0,5.0,0.05
1,0.02,0.002,-0.24346587307342743,-0.44272092849068123,0.25,0.0,5.0,0.1
2,0.03,0.003,-0.2417590161746345,-0.2324891232943192,0.4999998750000104,0.0002499999583333354,5.0005,0.15000000000000002
3,0.04,0.004,0.45065912186984036,0.32226146719169857,0.7500243283366763,0.0007728371236129025,5.0015,0.2
4,0.05,0.005,-0.06293612078784838,-0.33241630324802324,1.00009798850876,0.0015914415074390082,5.003,0.25
5,0.060000000000000005,0.006,0.1419883345868218,0.0002450832194613563,1.2502454026226126,0.0027288561867312242,5.005,0.30000000000000004
6,0.07,0.007,-0.06893591288336626,0.2849313851518966,1.500491029700289,0.004208257586150506,5.0075,0.35000000000000003
7,0.08,0.008,-0.2791802328323401,-0.35264954904075535,1.7508592338315365,0.0060529757472758995,5.0105,0.4
8,0.09,0.009000000000000001,0.3489341571889658,0.34858701498043676,2.001374277150762,0.008286514591009948,5.014,0.45
9,0.09999999999999999,0.010000000000000002,0.08658182989687842,0.16704183433550127,2.2520603126199092,0.010932572179475174,5.018,0.5
10,0.10999999999999999,0.011000000000000003,0.06096462186755392,-0.1603798594321612,2.502941376597989,0.014015060983430307,5.0225,0.55
11,0.11999999999999998,0.012000000000000004,0.26717358642225286,0.3717190374943879,2.754041381177789,0.017558128160978386,5.0275,0.6000000000000001
12,0.12999999999999998,0.013000000000000005,-0.18043076638726335,-0.41517123410022627,3.005384106270023,0.021586175853059057,5.0329999999999995,0.65
13,0.13999999999999999,0.014000000000000005,0.13320630558789262,-0.11077962958661751,3.2569931914149226,0.026123881500913177,5.039,0.7000000000000001
14,0.15,0.015000000000000006,0.09541152387450813,0.25110411060374194,3.5088921273009417,0.03119621819037858,5.0455,0.75
15,0.16,0.016000000000000007,0.09056530829412016,0.2727309061576529,3.7611042469699227,0.036828475027520416,5.052499999999999,0.8
16,0.17,0.017000000000000008,0.03834736467695024,0.10729130232733984,4.013652716687708,0.04304627754971696,5.06,0.8500000000000001
17,0.18000000000000002,0.01800000000000001,-0.17170528620898132,-0.27644655802399026,4.2665605264587745,0.04987560817591071,5.068,0.9
18,0.19000000000000003,0.01900000000000001,0.10596534079403758,-0.17264264090619455,4.51985048016307,0.05734282669929429,5.076499999999999,0.9500000000000001
19,0.20000000000000004,0.02000000000000001,0.3119480838695406,0.21013608308827475,4.773545185292754,0.06547469082522908,5.0855,1.0
20,0.21000000000000005,0.02100000000000001,0.21101662370135016,0.038091882284095754,5.027667042266103,0.07429837675669096,5.095,1.05
21,0.22000000000000006,0.022000000000000013,0.24707865067855556,0.13824466866663096,5.282238233295305,0.08384149982899985,5.1049999999999995,1.1
22,0.23000000000000007,0.023000000000000013,0.38828589270695424,0.029532263678834894,5.537280710784377,0.09413213519501698,5.1155,1.1500000000000001
23,0.24000000000000007,0.024000000000000014,0.3107377245152543,0.14995527329268665,5.79281618523284,0.1051988385613834,5.1265,1.2000000000000002
24,0.25000000000000006,0.025000000000000015,0.5857934921203671,0.18912789396905777,6.048866112620255,0.11707066697572469,5.138,1.25
25,0.26000000000000006,0.026000000000000016,0.16693347925331217,-0.1642476910217801,6.305451681246084,0.12977719966405635,5.1499999999999995,1.3
26,0.2700000000000001,0.027000000000000017,0.28707807062293955,-0.34848210030760607,6.562593797998728,0.14334855891689227,5.1625,1.35
27,0.2800000000000001,0.028000000000000018,0.45621561752251427,-0.0014383174162930015,6.820313074026931,0.15781543102178047,5.1754999999999995,1.4000000000000001
28,0.2900000000000001,0.02900000000000002,0.7095718073750799,-0.0877080399237923,7.078629809786078,0.17320908723916562,5.188999999999999,1.4500000000000002
29,0.3000000000000001,0.03000000000000002,0.1511919874084157,0.573378959434374,7.337563979431209,0.1895614048176038,5.202999999999999,1.5
30,0.3100000000000001,0.03100000000000002,0.2261817734649052,-0.3672753429461086,7.59713521452785,0.20690488804342794,5.217499999999999,1.55
31,0.3200000000000001,0.03200000000000002,0.6808044418505224,-0.20943148775242076,7.85736278705102,0.22527268931898198,5.232499999999999,1.6
32,0.3300000000000001,0.03300000000000002,0.2881152331380086,-0.22770392146740043,8.118265591642038,0.24469863026250369,5.247999999999999,1.6500000000000001
33,0.34000000000000014,0.03400000000000002,0.2270853472405963,-0.33797423143963495,8.37986212709194,0.26521722282163773,5.263999999999999,1.7000000000000002
34,0.35000000000000014,0.035000000000000024,0.3465077287776448,0.13232153429216445,8.64217047701956,0.28686369039139964,5.280499999999999,1.75
35,0.36000000000000015,0.036000000000000025,0.3699109052753828,0.03431055710451385,8.905208289711489,0.3096739889261845,5.297499999999999,1.8
36,0.37000000000000016,0.037000000000000026,0.02157981112564683,0.2253188666969558,9.168992757090319,0.33368482803411736,5.3149999999999995,1.85
37,0.38000000000000017,0.03800000000000003,0.29044976574573617,-0.18347491177557462,9.433540592776756,0.3589336920406752,5.332999999999999,1.9000000000000001
