,gt_x,gt_y,xs_x,xs_y
516,1.909277781397164,24.877780962892643,20.474703475461414,29.557641891950304
517,1.7693158062306242,25.08459784115088,20.30712961781266,29.736199092867466
518,1.6263830262837562,25.29148513417937,20.136667778113065,29.914406628452525
519,1.4804325311306437,25.498378572984983,19.96328221171237,30.092195447234104
520,1.3314177120242532,25.705211995557207,19.78693772919248,30.269494719264195
521,1.1792923197035678,25.911917311191026,19.607599756892352,30.446231810109982
522,1.0240105245303637,26.118424465335348,19.425234399587023,30.622332255714078
523,0.865526979004744,26.324661405052456,19.239808505375084,30.79771973811439
524,0.703796882707524,26.53055404517818,19.051289732784902,30.97231606222893
525,0.538776049716348,26.73602623527674,18.859646620126437,31.14604113368301
526,0.3704209785410216,26.94099972748866,18.664848657153676,31.318812937884594
527,0.1986889246219521,27.14539414537473,18.466866359010947,31.490547520372292
528,0.0235379754337765,27.349126953863525,18.265671342564975,31.66115896861354
529,-0.1550728717657641,27.552113430414703,18.06123640504741,31.83055939529009
530,-0.3371836295039073,27.75426663751525,17.853535605115926,31.99865892324142
531,-0.522833236942614,27.955497396630516,17.642544346314853,32.16536567219814
532,-0.7120594739774443,28.15571426373688,17.42823946291486,32.330585747342944
533,-0.9048988725560558,28.35482350656814,17.210599308222776,32.494223229973116
534,-1.10138662519013,28.55272908371242,16.989603845293463,32.65618017025225
535,-1.3015564906381285,28.749332625701825,16.76523474007447,32.81635658226232
536,-1.505440696740198,28.94453341824217,16.537475456995324,32.97465044153546
537,-1.713069840390759,29.13822838773527,16.30631135695294,33.13095768511118
538,-1.9244727846388852,29.330312089251624,16.071729797747857,33.28517221436845
539,-2.1396765529114727,29.520676697116446,15.833720236868155,33.43718590072489
540,-2.358706220359468,29.70921199827745,15.592274336686463,33.586888594406126
541,-2.5815848023330625,29.895805388627803,15.347386071957489,33.734168136405444
542,-2.808333139997762,30.0803418724631,15.099051839660516,33.87891037385478
543,-3.038969783109681,30.262704065256223,14.84727057106853,34.0209991789401
544,-3.273510869975215,30.44277219993913,14.592043846063824,34.160316471536895
545,-3.5119700046275097,30.62042413688573,14.333376009585423,34.29674224579087
546,-3.754358131259824,30.795535377794696,14.071274290175515,34.430154600774515
