,gt_x,gt_y,xs_x,xs_y,Ts
0,1.0,1.0,18.34255399669963,4.05377203874318,0.05
1,1.25,1.0,19.393150348355466,2.813719698426101,0.1
2,1.49999999875,1.0000249999999584,19.876849336720497,2.4859198164112066,0.15
3,1.7500000182839106,1.0000772785319616,20.107750535346405,2.2969680391027394,0.2
4,2.000000079889782,1.0001591141369524,20.072494333256678,2.1384055630313332,0.25
5,2.2500002040475,1.0002727853665685,20.061805362450396,1.9963716285800106,0.3
6,2.5000004103664795,1.0004205707849418,19.996489877213918,1.876023724058743,0.35
7,2.750000717523364,1.000604748970462,20.00392083552959,1.7749130226837806,0.4
8,3.000001143199712,1.0008275985174937,19.99440350268851,1.6484579032564066,0.45
9,3.250001704019688,1.0010913980380487,20.10098373810745,1.53060535651071,0.5
10,3.500002415487756,1.0013984261634146,20.252623149162503,1.4563553097933242,0.55
11,3.75000329192636,1.0017509615457258,20.497281076432888,1.3894707505020223,0.6000000000000001
12,4.000004346413609,1.0021512828594856,20.959532504888053,1.3207503201812705,0.65
13,4.250005590720961,1.002601668803029,21.49361525178049,1.2588085268650886,0.7000000000000001
14,4.500007035250901,1.0031043980999277,22.01351892414983,1.1890157968322292,0.75
15,4.750008688974615,1.0036617495003295,22.52421457775671,1.1100855922453892,0.8
16,5.000010559369668,1.0042760017822383,23.045943362210632,1.0217946524201353,0.8500000000000001
17,5.250012652357669,1.00494943375272,23.465420391707323,0.9464105633758461,0.9
18,5.500014972241942,1.00568432424904,23.919099327120623,0.8483764753797706,0.95
19,5.750017521645189,1.0064829521397285,24.321658242200847,0.8110453537358715,1.0
20,6.000020301447149,1.0073475963255658,24.742811543974184,0.7565345494743768,1.05
21,6.250023310722259,1.0082805357404918,25.08239919161408,0.6884746503986479,1.1
22,6.500026546677303,1.00928404935243,25.340405610244193,0.6128404627966818,1.15
23,6.750030004589063,1.0103604161640285,25.554806771493453,0.5347760680581836,1.2000000000000002
24,7.000033677741969,1.011511915213312,25.728226045217955,0.4489679151809287,1.25
25,7.250037557365736,1.012740825574244,25.838969367996167,0.360495914302383,1.3
26,7.500041632573002,1.0140494263571944,25.910972516735256,0.2670572357412965,1.35
27,7.750045890296969,1.01543999670931,26.17102607448646,0.1257565945796898,1.4
28,8.000050315229021,1.0169148158147876,26.443629209718694,0.020142724467162903,1.4500000000000002
29,8.250054889756363,1.0184761628950438,26.38137721997516,-0.08559419758356351,1.5
30,8.500059593899632,1.0201263172087789,26.291350846417544,-0.19160011147693326,1.55
31,8.750064405250518,1.0218675580519347,26.174661927865476,-0.29831618583499375,1.6
32,9.000069298909375,1.0237021647575406,26.032148138580492,-0.407944566115495,1.65
33,9.250074247422832,1.0256324166954456,25.807979941724454,-0.5213686337337823,1.7000000000000002
34,9.500079220721394,1.0276605932719347,25.555293815596322,-0.6371119314128075,1.75
35,9.75008418605704,1.029788973929226,25.91883705999231,-0.719629356611458,1.8
36,10.000089107940823,1.0320198381448458,26.308345608438433,-0.7995169189248913,1.85
37,10.250093948080458,1.0343554654308769,26.63769018896648,-0.8680722623366354,1.9
38,10.500098665317896,1.0367981353330822,26.994891940628005,-0.9389108188052634,1.95
39,10.750103215566924,1.0393501274298949,27.372577570472505,-1.042526552146896,2.0
40,11.000107551750729,1.0420137213312766,27.78152788964771,-1.1392357107699063,2.0500000000000003
41,11.250111623739468,1.0447911966774386,28.207369185728595,-1.2299061626841838,2.1
42,11.50011537828785,1.0476848331374236,27.59088399594029,-1.3626978205116476,2.15
43,11.75011875897268,1.050696910407546,28.04204927954722,-1.4343284735765724,2.2
44,12.000121706130432,1.0538297082096866,28.505279544140542,-1.5045687601803381,2.25
45,12.250124156794794,1.0570855062894404,28.978151948554405,-1.5735257716552307,2.3000000000000003
46,12.50012604463422,1.0604665844141126,29.345966264859992,-1.6451584912699948,2.35
47,12.75012729988948,1.0639752223705612,29.72278342450385,-1.7158840225517267,2.4000000000000004
48,13.000127849311198,1.067613699962885,30.105723155061956,-1.7857291330588934,2.45
49,13.250127616097387,1.0713842970099483,30.493625741859585,-1.8546003178458899,2.5
50,13.500126519830983,1.075289293342751,30.735481567282736,-1.9301593383684224,2.5500000000000003
51,13.750124476417383,1.079330968801623,32.32921516874231,-1.9396428288810075,2.6
52,14.000121398021962,1.0835116032332612,33.66626540368198,-1.9623129672769188,2.6500000000000004
53,14.25011719300759,1.0878334764875894,34.75358241055683,-1.9979108683679545,2.7
54,14.500111765872166,1.0922988684144468,35.58162303634431,-2.0460062685634393,2.75
55,14.750105017186126,1.0969100588601004,35.810427116965315,-2.114465882371147,2.8000000000000003
56,15.000096843529953,1.1016693276635774,36.03897516171505,-2.180422657545211,2.85
57,15.25008713743169,1.1065789546528155,36.26760378637882,-2.24430745173462,2.9000000000000004
58,15.500075787304445,1.111641219640629,36.42580182644439,-2.3052711563743546,2.95
59,15.750062677383898,1.1168584024204855,37.16661706561686,-2.313861086852639,3.0
60,16.000047687665802,1.1222327827620948,37.74717504286716,-2.3205484553124456,3.0500000000000003
61,16.250030693843485,1.1277666404068003,38.207930557022486,-2.3202739927429024,3.1
62,16.500011567245338,1.133462255062777,38.61612105291779,-2.3991503765854527,3.1500000000000004
63,16.749990174772325,1.1393219064000295,38.97304750544799,-2.4709147947614225,3.2
64,16.999966378835474,1.1453478740451866,39.29756332572024,-2.545351623346941,3.25
65,17.249940037293364,1.1515424375760928,39.59714633438059,-2.618923488360938,3.3000000000000003
66,17.499911003389627,1.15790787651619,39.87087936384717,-2.6826451312187425,3.35
